ticket_id,timestamp,category,ticket_text
PHX-1299,2025-10-01 00:00:00,General Feedback,"Great interface, but the OTP takes too long to arrive."
PHX-1300,2025-10-12 00:00:00,Airtime/Data,Double debit on my Netflix subscription. Please refund.
PHX-1301,2025-10-23 00:00:00,Bill Payment,"Great interface, but the OTP takes too long to arrive."
PHX-1302,2025-09-04 00:00:00,Transfer,Double debit on my Netflix subscription. Please refund.
PHX-1303,2025-10-27 00:00:00,Bill Payment,The app keeps crashing when I try to pay my electricity bill.
PHX-1304,2025-08-29 00:00:00,Airtime/Data,The app keeps crashing when I try to pay my electricity bill.
PHX-1305,2025-09-23 00:00:00,Account Issue,Why is my account restricted? I need access to my funds now!
PHX-1306,2025-08-23 00:00:00,Airtime/Data,Customer support hasn't responded to my ticket for 3 days.
PHX-1307,2025-09-28 00:00:00,Account Issue,"I love the new UI update, very smooth."
PHX-1308,2025-10-11 00:00:00,Account Issue,"I love the new UI update, very smooth."
PHX-1309,2025-08-21 00:00:00,General Feedback,"Fast and reliable service, thank you Phlex!"
PHX-1310,2025-10-19 00:00:00,Airtime/Data,"Great interface, but the OTP takes too long to arrive."
PHX-1311,2025-10-02 00:00:00,Airtime/Data,Customer support hasn't responded to my ticket for 3 days.
PHX-1312,2025-10-12 00:00:00,Transfer,Double debit on my Netflix subscription. Please refund.
PHX-1313,2025-09-14 00:00:00,Bill Payment,"Great interface, but the OTP takes too long to arrive."
PHX-1314,2025-10-05 00:00:00,Airtime/Data,I haven't received the airtime I purchased since yesterday.
PHX-1315,2025-10-13 00:00:00,General Feedback,Transaction failed but my balance was deducted. This is frustrating.
PHX-1316,2025-09-06 00:00:00,Bill Payment,Double debit on my Netflix subscription. Please refund.
PHX-1317,2025-10-29 00:00:00,Bill Payment,I haven't received the airtime I purchased since yesterday.
PHX-1318,2025-10-31 00:00:00,Transfer,The app keeps crashing when I try to pay my electricity bill.
PHX-1319,2025-08-29 00:00:00,Airtime/Data,Why is my account restricted? I need access to my funds now!
PHX-1320,2025-08-28 00:00:00,Transfer,"Fast and reliable service, thank you Phlex!"
PHX-1321,2025-10-05 00:00:00,Bill Payment,Double debit on my Netflix subscription. Please refund.
PHX-1322,2025-09-28 00:00:00,Bill Payment,I haven't received the airtime I purchased since yesterday.
PHX-1323,2025-08-26 00:00:00,Account Issue,Double debit on my Netflix subscription. Please refund.
PHX-1324,2025-10-31 00:00:00,Transfer,The app keeps crashing when I try to pay my electricity bill.
PHX-1325,2025-09-10 00:00:00,General Feedback,I haven't received the airtime I purchased since yesterday.
PHX-1326,2025-10-22 00:00:00,Bill Payment,"Great interface, but the OTP takes too long to arrive."
PHX-1327,2025-09-30 00:00:00,Bill Payment,Customer support hasn't responded to my ticket for 3 days.
PHX-1328,2025-09-01 00:00:00,Airtime/Data,Customer support hasn't responded to my ticket for 3 days.
PHX-1329,2025-10-18 00:00:00,General Feedback,"Fast and reliable service, thank you Phlex!"
PHX-1330,2025-08-29 00:00:00,Airtime/Data,I haven't received the airtime I purchased since yesterday.
PHX-1331,2025-08-26 00:00:00,Bill Payment,Transaction failed but my balance was deducted. This is frustrating.
PHX-1332,2025-09-22 00:00:00,Bill Payment,"I love the new UI update, very smooth."
PHX-1333,2025-09-01 00:00:00,Bill Payment,The app keeps crashing when I try to pay my electricity bill.
PHX-1334,2025-09-02 00:00:00,Bill Payment,I haven't received the airtime I purchased since yesterday.
PHX-1335,2025-08-18 00:00:00,Account Issue,My transfer of 5000 to my mom failed but I was debited.
PHX-1336,2025-08-30 00:00:00,Bill Payment,The app keeps crashing when I try to pay my electricity bill.
PHX-1337,2025-10-25 00:00:00,Account Issue,Customer support hasn't responded to my ticket for 3 days.
PHX-1338,2025-10-18 00:00:00,Transfer,Double debit on my Netflix subscription. Please refund.
PHX-1339,2025-10-16 00:00:00,Transfer,Customer support hasn't responded to my ticket for 3 days.
PHX-1340,2025-09-28 00:00:00,Bill Payment,My transfer of 5000 to my mom failed but I was debited.
PHX-1341,2025-09-23 00:00:00,General Feedback,Customer support hasn't responded to my ticket for 3 days.
PHX-1342,2025-11-08 00:00:00,Transfer,"I love the new UI update, very smooth."
PHX-1343,2025-11-03 00:00:00,General Feedback,"Fast and reliable service, thank you Phlex!"
PHX-1344,2025-11-08 00:00:00,Airtime/Data,The app keeps crashing when I try to pay my electricity bill.
PHX-1345,2025-11-10 00:00:00,Bill Payment,Customer support hasn't responded to my ticket for 3 days.
PHX-1346,2025-11-10 00:00:00,Airtime/Data,Double debit on my Netflix subscription. Please refund.
PHX-1347,2025-08-15 00:00:00,General Feedback,The app keeps crashing when I try to pay my electricity bill.
PHX-1348,2025-08-28 00:00:00,Account Issue,"Fast and reliable service, thank you Phlex!"
PHX-1349,2025-10-25 00:00:00,Transfer,"I love the new UI update, very smooth."
PHX-1350,2025-11-07 00:00:00,General Feedback,Customer support hasn't responded to my ticket for 3 days.
PHX-1351,2025-09-04 00:00:00,General Feedback,I haven't received the airtime I purchased since yesterday.
PHX-1352,2025-09-17 00:00:00,Airtime/Data,My transfer of 5000 to my mom failed but I was debited.
PHX-1353,2025-11-05 00:00:00,Account Issue,Customer support hasn't responded to my ticket for 3 days.
PHX-1354,2025-08-17 00:00:00,Airtime/Data,"Fast and reliable service, thank you Phlex!"
PHX-1355,2025-09-24 00:00:00,General Feedback,I haven't received the airtime I purchased since yesterday.
PHX-1356,2025-10-10 00:00:00,Airtime/Data,Customer support hasn't responded to my ticket for 3 days.
PHX-1357,2025-09-26 00:00:00,Account Issue,"I love the new UI update, very smooth."
PHX-1358,2025-09-26 00:00:00,Airtime/Data,Transaction failed but my balance was deducted. This is frustrating.
PHX-1359,2025-10-19 00:00:00,Transfer,Why is my account restricted? I need access to my funds now!
PHX-1360,2025-10-02 00:00:00,General Feedback,Why is my account restricted? I need access to my funds now!
PHX-1361,2025-10-02 00:00:00,Bill Payment,"Great interface, but the OTP takes too long to arrive."
PHX-1362,2025-11-01 00:00:00,General Feedback,"Great interface, but the OTP takes too long to arrive."
PHX-1363,2025-09-15 00:00:00,Bill Payment,I haven't received the airtime I purchased since yesterday.
PHX-1364,2025-09-17 00:00:00,Transfer,"Great interface, but the OTP takes too long to arrive."
PHX-1365,2025-08-13 00:00:00,Bill Payment,Why is my account restricted? I need access to my funds now!
PHX-1366,2025-08-29 00:00:00,Airtime/Data,My transfer of 5000 to my mom failed but I was debited.
PHX-1367,2025-09-13 00:00:00,Transfer,The app keeps crashing when I try to pay my electricity bill.
PHX-1368,2025-09-27 00:00:00,General Feedback,Double debit on my Netflix subscription. Please refund.
PHX-1369,2025-11-07 00:00:00,Account Issue,"Fast and reliable service, thank you Phlex!"
PHX-1370,2025-08-15 00:00:00,Airtime/Data,The app keeps crashing when I try to pay my electricity bill.
PHX-1371,2025-10-10 00:00:00,Transfer,"Great interface, but the OTP takes too long to arrive."
PHX-1372,2025-10-30 00:00:00,Transfer,Why is my account restricted? I need access to my funds now!
PHX-1373,2025-08-31 00:00:00,Bill Payment,Transaction failed but my balance was deducted. This is frustrating.
PHX-1374,2025-10-16 00:00:00,Account Issue,I haven't received the airtime I purchased since yesterday.
PHX-1375,2025-10-07 00:00:00,Transfer,"Fast and reliable service, thank you Phlex!"
PHX-1376,2025-09-08 00:00:00,General Feedback,"Fast and reliable service, thank you Phlex!"
PHX-1377,2025-10-29 00:00:00,Transfer,Why is my account restricted? I need access to my funds now!
PHX-1378,2025-10-07 00:00:00,General Feedback,Customer support hasn't responded to my ticket for 3 days.
PHX-1379,2025-09-21 00:00:00,General Feedback,Transaction failed but my balance was deducted. This is frustrating.
PHX-1380,2025-11-03 00:00:00,General Feedback,"Fast and reliable service, thank you Phlex!"
PHX-1381,2025-08-24 00:00:00,Bill Payment,"Great interface, but the OTP takes too long to arrive."
PHX-1382,2025-09-01 00:00:00,Bill Payment,Double debit on my Netflix subscription. Please refund.
PHX-1383,2025-10-18 00:00:00,Airtime/Data,I haven't received the airtime I purchased since yesterday.
PHX-1384,2025-10-10 00:00:00,Bill Payment,I haven't received the airtime I purchased since yesterday.
PHX-1385,2025-10-11 00:00:00,Account Issue,I haven't received the airtime I purchased since yesterday.
PHX-1386,2025-09-25 00:00:00,Airtime/Data,"Fast and reliable service, thank you Phlex!"
PHX-1387,2025-08-21 00:00:00,Transfer,"Great interface, but the OTP takes too long to arrive."
PHX-1388,2025-09-19 00:00:00,Bill Payment,Transaction failed but my balance was deducted. This is frustrating.
PHX-1389,2025-08-16 00:00:00,Transfer,My transfer of 5000 to my mom failed but I was debited.
PHX-1390,2025-08-16 00:00:00,Account Issue,Customer support hasn't responded to my ticket for 3 days.
PHX-1391,2025-08-16 00:00:00,Account Issue,I haven't received the airtime I purchased since yesterday.
PHX-1392,2025-08-14 00:00:00,Account Issue,The app keeps crashing when I try to pay my electricity bill.
PHX-1393,2025-09-17 00:00:00,Account Issue,I haven't received the airtime I purchased since yesterday.
PHX-1394,2025-10-25 00:00:00,Transfer,My transfer of 5000 to my mom failed but I was debited.
PHX-1395,2025-09-25 00:00:00,General Feedback,Transaction failed but my balance was deducted. This is frustrating.
PHX-1396,2025-09-08 00:00:00,General Feedback,Double debit on my Netflix subscription. Please refund.
PHX-1397,2025-09-23 00:00:00,Account Issue,Double debit on my Netflix subscription. Please refund.
PHX-1398,2025-09-26 00:00:00,Airtime/Data,Why is my account restricted? I need access to my funds now!
PHX-1399,2025-10-27 00:00:00,Airtime/Data,Transaction failed but my balance was deducted. This is frustrating.
PHX-1400,2025-09-15 00:00:00,General Feedback,"Great interface, but the OTP takes too long to arrive."
PHX-1401,2025-10-15 00:00:00,Bill Payment,"Great interface, but the OTP takes too long to arrive."
PHX-1402,2025-08-13 00:00:00,Bill Payment,The app keeps crashing when I try to pay my electricity bill.
PHX-1403,2025-08-24 00:00:00,Airtime/Data,I haven't received the airtime I purchased since yesterday.
PHX-1404,2025-10-28 00:00:00,General Feedback,The app keeps crashing when I try to pay my electricity bill.
PHX-1405,2025-08-16 00:00:00,Bill Payment,The app keeps crashing when I try to pay my electricity bill.
PHX-1406,2025-09-21 00:00:00,Bill Payment,"I love the new UI update, very smooth."
PHX-1407,2025-11-11 00:00:00,Account Issue,Double debit on my Netflix subscription. Please refund.
PHX-1408,2025-10-18 00:00:00,General Feedback,"I love the new UI update, very smooth."
PHX-1409,2025-09-27 00:00:00,Airtime/Data,The app keeps crashing when I try to pay my electricity bill.
PHX-1410,2025-08-22 00:00:00,Transfer,"I love the new UI update, very smooth."
PHX-1411,2025-08-20 00:00:00,Transfer,"I love the new UI update, very smooth."
PHX-1412,2025-08-17 00:00:00,Bill Payment,Double debit on my Netflix subscription. Please refund.
PHX-1413,2025-08-30 00:00:00,General Feedback,Customer support hasn't responded to my ticket for 3 days.
PHX-1414,2025-09-22 00:00:00,Bill Payment,Why is my account restricted? I need access to my funds now!
PHX-1415,2025-09-01 00:00:00,Account Issue,"I love the new UI update, very smooth."
PHX-1416,2025-09-20 00:00:00,Bill Payment,Double debit on my Netflix subscription. Please refund.
PHX-1417,2025-10-21 00:00:00,Bill Payment,Why is my account restricted? I need access to my funds now!
PHX-1418,2025-10-05 00:00:00,Airtime/Data,Why is my account restricted? I need access to my funds now!
PHX-1419,2025-08-21 00:00:00,General Feedback,"Fast and reliable service, thank you Phlex!"
PHX-1420,2025-10-02 00:00:00,Airtime/Data,"I love the new UI update, very smooth."
PHX-1421,2025-10-12 00:00:00,General Feedback,I haven't received the airtime I purchased since yesterday.
PHX-1422,2025-11-04 00:00:00,Bill Payment,The app keeps crashing when I try to pay my electricity bill.
PHX-1423,2025-09-05 00:00:00,General Feedback,My transfer of 5000 to my mom failed but I was debited.
PHX-1424,2025-11-07 00:00:00,General Feedback,"I love the new UI update, very smooth."
PHX-1425,2025-08-15 00:00:00,General Feedback,Customer support hasn't responded to my ticket for 3 days.
PHX-1426,2025-08-26 00:00:00,Airtime/Data,"Fast and reliable service, thank you Phlex!"
PHX-1427,2025-08-25 00:00:00,Transfer,"Great interface, but the OTP takes too long to arrive."
PHX-1428,2025-10-26 00:00:00,Bill Payment,Customer support hasn't responded to my ticket for 3 days.
PHX-1429,2025-08-22 00:00:00,Account Issue,Transaction failed but my balance was deducted. This is frustrating.
PHX-1430,2025-09-14 00:00:00,Transfer,My transfer of 5000 to my mom failed but I was debited.
PHX-1431,2025-11-04 00:00:00,Airtime/Data,"Great interface, but the OTP takes too long to arrive."
PHX-1432,2025-08-22 00:00:00,Bill Payment,The app keeps crashing when I try to pay my electricity bill.
PHX-1433,2025-08-20 00:00:00,General Feedback,Double debit on my Netflix subscription. Please refund.
PHX-1434,2025-09-20 00:00:00,Transfer,I haven't received the airtime I purchased since yesterday.
PHX-1435,2025-10-30 00:00:00,General Feedback,Transaction failed but my balance was deducted. This is frustrating.
PHX-1436,2025-10-12 00:00:00,Bill Payment,Transaction failed but my balance was deducted. This is frustrating.
PHX-1437,2025-08-17 00:00:00,Account Issue,Transaction failed but my balance was deducted. This is frustrating.
PHX-1438,2025-08-31 00:00:00,Transfer,I haven't received the airtime I purchased since yesterday.
PHX-1439,2025-10-16 00:00:00,Transfer,Transaction failed but my balance was deducted. This is frustrating.
PHX-1440,2025-10-22 00:00:00,General Feedback,Customer support hasn't responded to my ticket for 3 days.
PHX-1441,2025-10-18 00:00:00,Airtime/Data,Double debit on my Netflix subscription. Please refund.
PHX-1442,2025-08-28 00:00:00,Transfer,"Great interface, but the OTP takes too long to arrive."
PHX-1443,2025-09-14 00:00:00,General Feedback,Customer support hasn't responded to my ticket for 3 days.
PHX-1444,2025-09-19 00:00:00,Transfer,My transfer of 5000 to my mom failed but I was debited.
PHX-1445,2025-10-04 00:00:00,Airtime/Data,My transfer of 5000 to my mom failed but I was debited.
PHX-1446,2025-11-03 00:00:00,General Feedback,I haven't received the airtime I purchased since yesterday.
PHX-1447,2025-09-12 00:00:00,Account Issue,I haven't received the airtime I purchased since yesterday.
PHX-1448,2025-09-11 00:00:00,Transfer,The app keeps crashing when I try to pay my electricity bill.
PHX-1449,2025-10-21 00:00:00,Airtime/Data,"Fast and reliable service, thank you Phlex!"
PHX-1450,2025-09-09 00:00:00,Airtime/Data,Double debit on my Netflix subscription. Please refund.
PHX-1451,2025-08-20 00:00:00,Airtime/Data,Customer support hasn't responded to my ticket for 3 days.
PHX-1452,2025-09-04 00:00:00,Account Issue,Transaction failed but my balance was deducted. This is frustrating.
PHX-1453,2025-09-12 00:00:00,Account Issue,Customer support hasn't responded to my ticket for 3 days.
PHX-1454,2025-09-12 00:00:00,Airtime/Data,The app keeps crashing when I try to pay my electricity bill.
PHX-1455,2025-10-26 00:00:00,Bill Payment,The app keeps crashing when I try to pay my electricity bill.
PHX-1456,2025-10-03 00:00:00,Bill Payment,Transaction failed but my balance was deducted. This is frustrating.
